key,name,subject_type,title,edition_count,subject,authors
/subjects/picture_books,picture books,subject,Fox in Socks,31,"Open Library Staff Picks,Juvenile fiction,Foxes,Fiction,Stories in rhyme,Nonsense verses,Juvenile literature,Fantasy,Tongue twisters,Beginner,Concepts,Littérature pour la jeunesse anglaise,Reader,Animals,Sounds,*2015 50th Anniversary,*1965 Orig. Public.,*1993 Copyright renewal,*Christianbook.com,*Age 3-7,Preschool to gr.2,* Suitable for all ages,Dr. Seuss,Fox in Socks,Beginner Books,I Can Read It All By Myself,Kids,Children,Children's,Juvenile,Books,Stories,Literature,Tongue twister,Rhymes,Book in rhymes,1986,Fox in Sox,Read-Along,Sound,Recordings,Cassette,Rhyme,Board books,Children's fiction,Humorous stories,Juvenile poetry,Character books,Picture books,Children: Kindergarten,JUVENILE FICTION,Children's stories,Foxes, fiction,Fantasy fiction,Child and youth fiction,Accessible book,Protected DAISY",Dr. Seuss
/subjects/picture_books,picture books,subject,The Snail and the Whale,30,"Fiction,Stories in rhyme,Whales,Snails in fiction,Snails,Whales in fiction,Juvenile fiction,Snails, fiction,Whales, fiction,Children's fiction,Picture books,Scottish Gaelic language,Readers,Accessible book,Protected DAISY","Julia Donaldson, Axel Scheffler, Imelda Staunton"
/subjects/picture_books,picture books,subject,Harry the Dirty Dog,30,"Cleanliness,Juvenile fiction,Dogs,Spanish language materials,Fiction,Hygiene,Children's fiction,Dogs, fiction,Picture books,Harry (Fictitious character : Zion),Baths,Humorous stories,Picture books for children,Children's stories, American,Accessible book,Protected DAISY",Gene Zion
/subjects/picture_books,picture books,subject,"Julius, the Baby of the World",30,"Brothers and sisters,Juvenile fiction,Fiction,Babies,Infants,Mice,Children's Books/Ages 4-8 Fiction,Spanish: Grades 1-2,Interactive Adventure,Picture books,Hermanos,Niños lactantes,Spanish language materials,Infantes lactantes,Spanish language,Novela,Hermanos y hermanas,Ratones,JUVENILE FICTION,Family,New Baby,Siblings,Accelerated Reader,Children's fiction,Mice, fiction,Brothers and sisters, fiction,Infants, fiction,Accessible book,Protected DAISY","Kevin Henkes, Teresa Mlawer, Laura Hamilton (na, Lectorum Publications"
/subjects/picture_books,picture books,subject,Have You Seen My Cat?,29,"Picture books,Fiction,Cats,Juvenile fiction,Children: Kindergarten,Children: Babies Toddlers,Children's fiction,Cats, fiction,Lost and found possessions,Children's stories,Cat family (Mammals),Toy and movable books,Slide-and-peek books,Specimens,Board books,Children's stories, Chinese,Picture books for children,McFadden Lecturer,Lost articles,Ficción juvenil,Novela juvenil,Gatos,Bilingual,Objetos perdidos,Spanish language materials,Accessible book,Protected DAISY",Eric Carle
/subjects/picture_books,picture books,subject,Alexander and the wind-up mouse,29,"Children's stories,Fiction,Juvenile fiction,Mice,Toys,Magic,Lizards,Mechanical toys,Friendship,Children's fiction,Picture books,Mice, fiction,Mouse,collectionID:caldecotthonor70,Accessible book,Protected DAISY","Leo Lionni, Xosé Manuel González Barreiro"
/subjects/picture_books,picture books,subject,A squash and a squeeze,28,"Fiction,Stories in rhyme,Humorous stories,Dwellings,Domestic animals,Juvenile fiction,Children's poetry,Children's fiction,Houses, fiction,Domestic animals, fiction,Older women,Farm life,Mens-dier-relatie,Crowding stress,Picture books,Toy and movable books,Accessible book,Protected DAISY",Julia Donaldson
/subjects/picture_books,picture books,subject,Splash and Bubbles,28,"Children's fiction,Fishes, fiction,Marine animals, fiction,Picture books,Individuality, fiction,Octopuses, fiction,Sharks, fiction,Color, fiction",The Jim Henson Company
/subjects/picture_books,picture books,subject,Tikki Tikki Tembo,28,"Folklore,picture book for children,children's stories,Neighbors,Mothers and sons,Brothers,Juvenile fiction,Wells,Ladders,Middle-born children,First-born children,Chinese Names,Rescues,Personal Names,Legends,Folklore, china,Picture books,Picture books for children,Folklore, juvenile literature,Chinese,Fiction,Children's fiction,Humorous stories,Mothers and sons, fiction,Accessible book,Protected DAISY",Arlene Mosel
/subjects/picture_books,picture books,subject,Rooster who set out to see the world,28,"Juvenile fiction,Animals,Counting,Animals in fiction,Set theory,Fiction,Numbers,Roosters,Children's fiction,Roosters, fiction,Picture books,Children's stories,Adventure and adventurers, fiction,Readers (Elementary),JUVENILE FICTION / Reader - Beginner,JUVENILE FICTION / Animals,Animals, fiction,Counting books,Juvenile literature,Children's stories, American,Picture books for children,Accessible book,Protected DAISY","Eric Carle, Stanley Tucci"
/subjects/picture_books,picture books,subject,Blueberries for Sal,28,"Bears,Berries,Blueberries,Fiction,Juvenile fiction,Mothers,Picture books,Picture books for children,Juvenle fiction,Parent and child,Children,Conduct of life,Family,Accelerated Reader 3.8.,Parents,Mothers and daughters,Animals,Classics,Bears, fiction,Mother and child, fiction,Maine, fiction,Children's fiction,Bears -- Juvenile fiction,Humorous stories,Children's audiobooks,Audiobooks,Madre e hijo,Ficción juvenil,Osos,Mother and child,Spanish language materials,collectionID:caldecotthonor40,Accessible book,Protected DAISY",Robert McCloskey
/subjects/picture_books,picture books,subject,Inch by inch,28,"Juvenile fiction,Birds,Fiction,Caterpillars,Worms,Caldecott honor book,Picture books,Children's fiction,Caterpillars, fiction,Birds, fiction,collectionID:caldecotthonor60,Geometridae,Larvae,Accessible book,Protected DAISY",Leo Lionni
/subjects/picture_books,picture books,subject,Chicken Soup with Rice,28,"Jewish Cooking,Rice,Humorous poetry,Juvenile poetry,Stories in rhyme,Soups,Juvenile fiction,Months,Chicken soup,Children's literature,Grandmothers,Poetry,Boys,Seasons,Fiction,Picture books,UP Elementary,Reading List,Hockaday,Before kindergarten,Entering 2nd grade,Children's poetry,American poetry,Months, poetry,Nonsense verses,Alligators,Counting,Conduct of life,Alphabet books,Specimens,Alphabet,Apathy,Meses,Ficción juvenil,Children's fiction,Toy and movable books,Accessible book,Protected DAISY",Maurice Sendak
/subjects/picture_books,picture books,subject,The snowman,27,"Picture books,Stories without words,Juvenile fiction,Fiction,Snowmen,Dreams,Cartoons and comics,Toy and movable books,Readers,Miniature books,Specimens,Problems, exercises,Vocabulary,Juvenile literature,Study and teaching,Picture books for children,English language,Study and teaching (Primary),Welsh language,JUVENILE FICTION,Comics & Graphic Novels,Bedtime & Dreams,Social Themes,Cartoons and caricatures,General,Friendship,Children's fiction,Fantasy fiction,Caricatures and cartoons,Comic books, strips,Accessible book,Protected DAISY",Raymond Briggs
/subjects/picture_books,picture books,subject,"1, 2, 3 to the zoo",27,"Counting,Zoo animals,Juvenile literature,Pictorial works,Picture books,Fiction,Juvenile fiction,Children: Kindergarten,Zoos, juvenile literature,Zoos,Counting books,Counting, juvenile literature,Animals, fiction,Children's fiction,Zoo animals, fiction,Numeration,Zoo aninals,Zoo animals, juvenile literature,Accessible book,Protected DAISY","Eric Carle, Chronicle Books Staff, Esther Rubio kokinos"
/subjects/picture_books,picture books,subject,A House for Hermit Crab,27,"Hermit crabs,Crabs,Marine animals,Fiction,Dwellings,Children's fiction,Crabs, fiction,Picture books,Juvenile fiction,Children: Grades 1-2,Self-confidence,Neighbors,Adjustment (Psychology),Household Moving,Reading list,Hockaday,Before kindergarten,Reading List,Armstrong Elementary,Kindergarten,Houses,Animals,Habitations,Friendship, fiction,Viviendas,Ficción juvenil,Cangrejo,Animales marinos,Spanish language materials,Marine animals, fiction,Houses, fiction,Home, fiction,Accessible book,Protected DAISY","Eric Carle, Keith Nobbs"
/subjects/picture_books,picture books,subject,Good Night Gorilla,27,"Fiction,Zoos,Zoo animals,Juvenile fiction,Gorilla,Ficción juvenil,Animales zoológicos,Parques zoológicos,Board books,Picture books,Zoo keepers,Bedtime stories,Animals,Spanish language materials,Spanish: Grades 2-3,Animales zoologicos,Gorilas,Animales del zoologico,Novela juvenil,Zoologicos,Children's fiction,Zoo animals, fiction,Zoos, fiction,Children's Books/Baby-Preschool,Child and youth fiction,Hora de acostarse,Bedtime,Animals, fiction,Accessible book,Protected DAISY","Peggy Rathmann, Ma. Francisca Mayobre, Peggy Rathman, PeggyRathmann"
/subjects/picture_books,picture books,subject,Growing Vegetable Soup,27,"Vegetable gardening,Gardening,Soups,Juvenile fiction,Ficción juvenil,Fiction,Huertos,Sopas,Juvenile literature,Spanish language materials,Children's books,Spanish language,Novela,Materiales en espanol,Children's fiction,Gardening, fiction,Vegetable gardening, fiction,Picture books,Spanish language, readers,Spanish language, juvenile literature,Food, fiction,JUVENILE FICTION,Cooking & Food,Nature & the Natural World,JUVENILE NONFICTION,Accelerated Reader,Hortalizas,Bilingual,Cooking,Vegetables,Gardens,Accessible book,Protected DAISY",Lois Ehlert
/subjects/picture_books,picture books,subject,Around the World in 80 Days,26,"Children's fiction,Adventure and adventurers, fiction,Continental european fiction (fictional works by one author),Voyages and travels, fiction,Fiction, action & adventure,Fiction, science fiction, general,Child and youth fiction,Picture books,Comics & graphic novels, general,Juvenile fiction,Fiction,Voyages around the world,Adventure and adventurers,Comic books, strips,Wagers,Cartoons and comics,Romance literature,Accessible book,Protected DAISY",Jules Verne
/subjects/picture_books,picture books,subject,At the Waterworks,26,"Hydrology,Waterworks,Juvenile literature,Biodegradation,Spanish language materials,Biodegradación,Literatura juvenil,Water treatment plants,Picture books,Science,School field trips,Water-supply,Women science teachers,Juvenile fiction,Study and teaching,Hidrología,Purificación,Agua,Purification,Water,Water supply,Abastecimiento,Water-supply, juvenile literature,French language,Readers (Primary),Lectures et morceaux choisis (Enseignement primaire),Accessible book,Protected DAISY","Joanna Cole, Bruce Degen"
/subjects/picture_books,picture books,subject,Fables,26,"American Fables,Animales,Animals,Children's stories, American,Cuentos infantiles estadounidenses,Fables,Fables, American,Ficción juvenil,Fiction,Fábulas estadounidenses,Readers,Spanish language,Caldecott Medal,Juvenile fiction,Picture books,Virtues,Fables amřicaines,Conduct of life,Romans, nouvelles, etc. pour la jeunesse,Animaux,Picture book,1981,Histoires pour enfants amřicaines,Caldecott Medal books,Vices,Children's fiction,Folklore, united states,Animals, fiction,collectionID:caldecott80,Accessible book,Protected DAISY",Arnold Lobel
/subjects/picture_books,picture books,subject,The Cat in the Hat Comes Back,26,"Dr. Seuss,Cat in the Hat,Children's,Books,Stories,Fiction,Rhymes,Rhyming,Play,Alphabet,Fantasy,Juvenile fiction,Cat,Hat,Cats,Stories in rhyme,Humorous stories,Picture books,Nonsense verses,Amusements,Pictorial works,Readers,Children's fiction,Cats, fiction,Cat in the hat (fictitious character), fiction,Large type books,Readers (Primary),Readers (Elementary),Accessible book,Protected DAISY",Dr. Seuss
/subjects/picture_books,picture books,subject,Pierre,26,"Juvenile fiction,Conduct of life,Lions,Stories in rhyme,Emotions,Fiction,Children's fiction,Behavior, fiction,Wit and humor,Picture books,Lion,Ficción juvenil,Leones,Apathy,Spanish language materials,Toy and movable books,Lion, fiction,Accessible book,Protected DAISY",Maurice Sendak
/subjects/picture_books,picture books,subject,The smartest giant in town,25,"Giants,Juvenile fiction,Pictorial works,Fiction,Kindness,Clothing and dress,Children's fiction,Giants, fiction,Picture books,Stories in rhyme,Bilderbuch,Dank,Freigebigkeit,Hilfsbereitschaft,Kleidung,Riese,Tiere,Animals,Accessible book,Protected DAISY","Julia Donaldson, Axel Scheffler, Julia Donaldson"
/subjects/picture_books,picture books,subject,Rosie's walk,25,"Chickens,Chinese language materials,Fiction,Foxes,Juvenile fiction,Picture books,Spanish language materials,Hunting,Escapes,Domestic animals,Juvenile Wit and humor,Hunting accidents,Board books,Race relations,Foxes, fiction,Chickens, fiction,Children's fiction,Accessible book,Protected DAISY",Pat Hutchins
/subjects/picture_books,picture books,subject,"Lyle, Lyle, Crocodile",25,"Crocodiles,Fiction,Zoos,Children's fiction,Crocodiles, fiction,Picture books,Juvenile works,Juvenile fiction,EASY BOOKS,Lyle the crocodile (fictitious character), fiction,Literature and fiction, juvenile,Accessible book,Protected DAISY",Bernard Waber
/subjects/picture_books,picture books,subject,"Pancakes, pancakes!",24,"Fiction,Cookery,Pancakes, waffles,Cookery in fiction,Juvenile fiction,Pancakes, waffles, etc. in fiction,Cooking,Children's fiction,Baking, fiction,Picture books,Food, fiction,Cooking, fiction,Littérature de jeunesse anglaise,Cuisine,Ouvrages illustrés,Crêpes (Cuisine),Pictorial works,Board books,Accessible book,Protected DAISY","Eric Carle, Stanley Tucci"
/subjects/picture_books,picture books,subject,"One Fish, Two Fish, Red Fish, Blue Fish",24,"Peces,Animales caseros,Juvenile fiction,Fiction,Stories in rhyme,Ficción juvenil,Cuentos en rima,Pets,Fishes,Fishes -- Juvenile fiction,Spanish language materials,Pets -- Juvenile fiction,Children's fiction,Large type books,Fishes, fiction,Stories in rhyme.,Fantasy.,Minstrels,Music,History and criticism,Meistersinger,Animals,Imagination,Easy readers,Picture books,JUVENILE FICTION,Classics,Concepts,Counting & Numbers,Humorous Stories,Nonsense verses,Accessible book,Protected DAISY",Dr. Seuss
/subjects/picture_books,picture books,subject,"Sam, Bangs & Moonshine",23,"Fiction,Imagination,Juvenile fiction,Existentialism,Philosophy,Education,Human-animal relationships,Fathers and daughters,Cats,Caldecott Medal books,Truthfulness and falsehood,Children's fiction,Picture books,Islands, fiction,Caldecott medal,Gerbils,Stories,Caldecott Medal Books, 1967,Imagination, fiction,Reading materials,Spanish language materials,Spanish language,Novela,Imaginacion,collectionID:caldecott60,Accessible book,Protected DAISY",Evaline Ness
